YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,station_id,latitude,longitude
2012,10,23,23,50,68,9.8,11.9,1.9,6.25,5.0,999,1017.0,25.9,27.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,0,20,70,9.5,12.0,1.92,6.67,5.0,999,1017.2,25.9,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,0,50,64,10.0,11.6,1.97,6.67,4.9,999,1017.2,25.9,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,1,20,71,9.2,11.0,1.9,6.67,4.84,999,1017.4,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,1,50,73,9.1,10.6,1.86,5.88,4.96,999,1017.7,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,2,20,78,9.1,10.7,1.82,5.88,4.78,999,1017.8,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,2,50,79,9.5,11.0,1.87,6.25,4.75,999,1017.7,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,3,20,82,9.7,11.4,1.94,6.67,4.85,999,1017.6,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,3,50,78,9.8,11.4,1.85,5.88,4.83,999,1017.4,26.0,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,4,20,82,9.7,11.8,1.81,5.88,4.71,999,1017.4,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,4,50,76,9.3,11.4,2.11,7.14,5.02,999,1017.1,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,5,20,79,8.7,10.3,1.99,6.25,4.95,999,1017.0,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,5,50,76,8.6,10.4,1.9,7.14,4.91,999,1016.8,26.2,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,6,20,79,8.6,10.3,1.9,6.67,4.91,999,1016.5,26.2,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,6,50,87,8.0,10.1,1.95,7.14,5.14,999,1016.2,26.2,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,7,20,81,8.5,10.2,2.0,6.25,5.06,999,1015.7,26.2,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,7,50,80,8.3,10.1,1.83,7.14,4.97,999,1015.5,26.1,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,8,20,77,9.0,10.8,2.0,7.69,5.1,999,1015.3,25.9,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,8,50,68,8.5,10.9,2.02,7.69,5.06,999,1015.5,25.6,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,9,20,79,7.5,9.5,1.99,7.14,5.11,999,1015.6,25.7,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,9,50,81,7.3,8.7,2.06,7.14,5.3,999,1015.7,25.8,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,10,20,79,8.0,9.4,2.01,7.14,5.3,999,1015.8,26.0,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,10,50,93,8.5,11.2,1.96,7.69,5.28,999,1016.0,26.4,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,11,20,99,9.1,11.2,1.97,8.33,5.26,999,1016.2,26.4,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,11,50,91,9.0,10.9,2.19,7.69,5.43,999,1016.4,26.4,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,12,20,96,10.4,13.3,2.07,7.69,5.11,999,1016.5,26.1,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,12,50,88,9.2,11.3,2.28,7.69,5.48,999,1016.8,26.3,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,13,20,82,8.3,10.9,2.19,7.14,5.36,999,1017.0,26.3,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,13,50,65,7.2,8.5,2.08,7.69,5.28,999,1017.1,25.8,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,14,20,68,9.3,11.5,2.21,7.14,5.35,999,1017.0,25.8,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,14,50,90,8.7,10.4,2.29,7.14,5.41,999,1017.0,26.5,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,15,20,92,9.3,11.0,2.1,7.69,5.11,999,1017.0,26.7,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,15,50,86,9.8,11.7,2.31,7.14,5.33,999,1016.9,26.6,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,16,20,84,10.0,11.5,2.16,7.69,5.19,999,1016.6,26.5,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,16,50,79,10.2,12.3,2.24,7.14,5.17,999,1016.2,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,17,20,78,10.1,11.8,2.26,6.25,5.26,999,1015.7,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,17,50,78,9.4,11.9,2.45,7.14,5.38,999,1015.3,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,18,20,79,9.2,11.3,2.18,7.69,5.16,999,1015.0,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,18,50,76,8.8,10.1,2.41,7.69,5.53,999,1014.8,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,19,20,69,8.3,9.6,2.13,7.69,5.32,999,1014.4,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,19,50,72,8.0,9.4,2.16,8.33,5.3,999,1014.4,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,20,20,72,8.9,10.8,2.21,8.33,5.42,999,1014.1,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,20,50,74,9.3,11.3,2.21,8.33,5.34,999,1014.1,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,21,20,70,9.8,11.7,2.16,8.33,5.46,999,1014.1,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,21,50,74,10.6,12.3,2.38,8.33,5.56,999,1014.2,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,22,20,74,10.9,12.4,2.25,7.69,5.32,999,1014.2,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,22,50,74,11.6,13.6,2.23,8.33,5.16,999,1014.5,25.4,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,23,20,91,6.7,12.7,2.22,7.69,5.24,999,1014.8,24.9,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,24,23,50,78,11.4,14.0,2.37,8.33,5.37,999,1014.5,26.7,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,0,20,97,11.2,13.1,2.55,7.69,5.37,999,1014.8,25.8,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,0,50,74,10.9,15.4,2.59,8.33,5.37,999,1015.0,24.8,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,1,20,83,11.9,14.7,2.68,8.33,5.5,999,1014.6,26.6,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,1,50,87,11.1,12.9,2.7,7.69,5.35,999,1014.6,26.7,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,2,20,87,11.4,14.4,2.75,8.33,5.54,999,1014.5,26.7,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,2,50,87,11.6,14.0,2.99,8.33,5.67,999,1014.7,26.8,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,3,20,89,12.0,14.1,3.01,9.09,5.64,999,1014.4,26.7,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,3,50,82,12.0,14.8,2.98,9.09,5.72,999,1014.1,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,4,20,87,11.4,13.8,3.07,8.33,5.71,999,1013.9,26.6,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,4,50,86,11.0,13.5,3.23,9.09,5.85,999,1013.6,26.6,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,5,20,82,11.5,13.9,3.19,8.33,5.99,999,1013.5,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,5,50,85,12.4,15.1,3.01,7.69,5.72,999,1013.3,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,6,20,81,12.4,15.3,3.26,9.09,6.09,999,1012.8,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,6,50,82,11.9,14.6,3.18,9.09,5.81,999,1012.4,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,7,20,85,11.9,13.9,3.2,9.09,5.93,999,1012.0,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,7,50,87,11.6,14.5,3.2,8.33,6.02,999,1011.8,26.6,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,8,20,84,11.9,14.9,3.18,9.09,5.84,999,1011.5,26.5,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,8,50,82,11.7,13.8,3.12,8.33,5.78,999,1011.4,26.6,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,9,20,85,11.4,13.5,2.95,9.09,5.73,999,1011.4,26.6,27.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,9,50,81,12.2,14.9,2.95,9.09,5.85,999,1011.4,26.5,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,10,20,77,12.2,14.3,2.84,6.25,5.49,999,1011.4,26.5,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,10,50,83,11.7,13.9,3.11,9.09,5.98,999,1011.5,26.6,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,11,20,83,11.8,14.6,3.33,9.09,6.18,999,1011.8,26.6,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,11,50,73,11.1,14.2,2.98,9.09,5.99,999,1011.9,26.6,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,12,20,72,11.8,14.7,3.17,9.09,6.14,999,1012.2,26.2,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,12,50,78,12.4,14.7,3.04,9.09,6.07,999,1012.5,26.3,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,13,20,91,12.5,16.8,3.31,8.33,6.23,999,1012.8,24.5,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,13,50,81,11.6,14.6,3.53,9.09,6.43,999,1012.6,26.2,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,14,20,82,13.2,15.8,3.5,9.09,6.44,999,1012.4,26.8,27.3,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,14,50,79,13.1,15.7,3.6,8.33,6.37,999,1012.4,26.9,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,15,20,78,13.3,15.5,3.35,8.33,6.09,999,1012.2,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,15,50,81,13.3,15.7,3.7,9.09,6.33,999,1012.0,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,16,20,74,11.8,14.9,3.51,8.33,6.21,999,1011.8,26.7,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,16,50,75,12.9,16.1,3.65,9.09,6.32,999,1011.3,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,17,20,91,10.8,12.4,3.53,9.09,6.37,999,1010.8,25.9,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,17,50,66,11.1,14.1,4.09,9.09,6.7,999,1010.2,26.4,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,18,20,74,12.9,16.4,3.74,9.09,6.41,999,1009.8,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,18,50,77,12.6,15.4,4.24,10.0,6.67,999,1009.5,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,19,20,75,13.8,16.4,3.97,10.0,6.4,999,1009.2,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,19,50,72,13.8,16.2,4.42,10.0,6.82,999,1008.8,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,20,20,67,13.4,16.6,4.04,9.09,6.45,999,1008.8,26.7,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,20,50,69,14.4,18.5,4.27,8.33,6.68,999,1008.6,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,21,20,66,14.4,17.3,4.63,10.0,6.86,999,1008.5,26.4,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,21,50,72,14.6,17.7,4.74,10.0,7.04,999,1008.5,26.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,22,20,70,14.7,18.1,5.15,10.0,7.04,999,1008.7,26.9,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,22,50,71,13.5,16.7,4.12,10.0,6.64,999,1008.9,27.0,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,23,20,66,13.6,16.8,4.28,10.0,6.7,999,1008.9,26.7,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,25,23,50,66,15.3,19.7,4.42,10.81,6.94,999,1008.6,26.7,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,0,20,68,14.1,17.6,4.41,10.0,6.78,999,1008.9,26.9,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,0,50,59,13.4,16.2,4.37,10.0,6.69,999,1008.7,26.7,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,1,20,55,15.5,99.0,99.0,99.0,99.0,999,1008.5,26.6,999.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,1,50,54,15.7,19.6,4.48,10.0,6.75,999,1008.3,26.5,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,2,20,55,14.0,16.5,4.9,10.81,7.17,999,1008.0,26.3,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,2,50,56,14.8,20.0,5.03,10.81,7.17,999,1007.4,26.2,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,3,20,62,14.4,17.5,5.61,10.0,7.39,999,1007.1,25.4,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,3,50,64,14.9,18.2,5.28,10.81,7.31,999,1006.2,26.0,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,4,20,65,14.8,19.2,5.19,10.81,7.37,999,1005.8,26.6,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,4,50,60,14.4,18.1,5.68,10.81,7.68,999,1005.3,26.5,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,5,20,67,15.2,19.8,5.82,11.43,7.8,999,1005.1,26.7,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,5,50,67,14.2,18.1,6.03,10.81,7.73,999,1005.0,25.2,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,6,20,68,15.0,19.1,5.61,11.43,7.51,999,1004.4,26.0,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,6,50,69,15.2,19.8,5.92,11.43,7.77,999,1003.9,26.7,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,7,20,55,15.8,20.0,6.13,11.43,7.85,999,1003.6,23.9,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,7,50,58,14.7,18.8,5.31,11.43,7.28,999,1002.9,25.4,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,8,20,67,14.6,17.8,99.0,99.0,99.0,999,1002.4,25.2,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,8,50,57,15.3,19.3,5.86,11.43,7.65,999,1002.0,24.9,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,9,20,76,17.9,21.6,6.61,10.81,8.19,999,1002.1,22.8,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,9,50,71,16.6,20.7,6.3,11.43,7.95,999,1002.0,23.0,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,10,20,66,15.3,18.8,5.92,12.12,7.82,999,1001.6,23.2,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,10,50,69,17.6,22.3,6.26,12.12,7.85,999,1001.7,23.4,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,11,20,63,18.7,23.0,7.18,12.12,8.65,999,1001.9,23.3,27.2,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,11,50,62,17.6,21.8,6.44,12.12,7.92,999,1002.0,23.2,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,12,20,54,16.5,20.2,7.44,12.9,8.98,999,1001.7,23.5,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,12,50,56,18.2,22.6,7.25,12.9,8.54,999,1001.6,23.6,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,13,20,49,17.4,22.5,7.24,12.9,8.82,999,1001.5,24.0,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,13,50,46,18.8,24.2,6.8,13.79,8.4,999,1001.1,24.0,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,14,20,45,18.3,23.1,6.56,12.12,8.36,999,1001.0,24.0,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,14,50,42,19.6,24.3,7.38,12.9,8.7,999,1000.8,24.1,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,15,20,36,19.4,24.8,8.06,13.79,9.14,999,1000.1,23.7,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,15,50,35,19.5,23.5,8.41,13.79,9.34,999,999.4,23.8,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,16,20,33,18.6,22.8,8.62,12.9,9.54,999,998.9,23.9,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,16,50,34,19.0,23.4,8.45,13.79,9.3,999,998.2,23.2,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,17,20,27,19.5,24.0,8.62,14.81,9.42,999,997.2,23.7,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,17,50,29,20.5,26.8,99.0,99.0,99.0,999,996.4,23.1,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,18,20,33,19.6,25.5,8.72,12.9,9.5,999,995.8,22.9,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,18,50,26,21.4,26.8,9.18,14.81,9.47,999,994.9,22.5,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,19,20,31,21.1,26.1,99.0,99.0,99.0,999,994.5,23.1,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,19,50,23,21.4,26.9,8.85,14.81,9.16,999,993.8,22.6,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,20,20,20,22.0,28.2,99.0,99.0,99.0,999,992.9,22.7,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,20,50,15,22.1,26.5,99.0,99.0,99.0,999,992.6,22.5,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,21,20,13,21.9,28.2,99.0,99.0,99.0,999,992.2,22.3,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,21,50,19,20.6,99.0,99.0,99.0,99.0,999,9999.0,999.0,999.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,22,20,19,22.1,27.6,9.09,13.79,8.88,999,991.8,22.2,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,22,50,20,23.0,31.1,8.92,13.79,8.96,999,991.2,22.8,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,23,20,18,24.3,31.3,8.7,14.81,8.68,999,990.9,22.4,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,26,23,50,16,21.8,28.0,9.24,12.9,8.98,999,991.2,22.7,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,0,20,10,24.3,31.5,9.26,14.81,9.04,999,990.5,22.4,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,0,50,7,22.6,27.9,99.0,99.0,99.0,999,990.8,22.7,27.1,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,1,20,4,23.1,27.5,99.0,99.0,99.0,999,990.2,22.8,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,1,50,3,22.0,26.7,8.59,13.79,9.03,999,990.0,23.0,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,2,20,4,21.8,27.3,8.37,11.43,8.8,999,989.7,22.7,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,2,50,4,23.3,30.2,99.0,99.0,99.0,999,988.9,22.7,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,3,20,359,21.9,26.9,7.98,11.43,8.64,999,988.5,22.9,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,3,50,354,23.9,31.1,8.54,10.81,8.72,999,987.5,23.2,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,4,20,353,23.3,28.8,8.4,10.81,8.81,999,987.0,22.7,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,4,50,351,24.1,31.5,8.55,10.81,8.71,999,986.1,22.7,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,5,20,344,24.3,30.3,7.83,10.81,8.48,999,984.8,22.7,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,5,50,354,24.1,31.1,8.51,13.79,8.87,999,984.5,22.8,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,6,20,347,24.1,33.6,8.63,11.43,8.58,999,983.9,22.7,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,6,50,348,24.4,31.1,8.46,11.43,8.7,999,983.2,22.6,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,7,20,341,24.1,31.4,9.18,10.81,8.88,999,983.0,22.6,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,7,50,340,24.6,30.1,8.27,10.81,8.53,999,982.5,22.6,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,8,20,335,25.6,32.1,7.96,12.12,8.64,999,981.6,22.4,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,8,50,331,24.9,33.0,9.34,12.12,9.04,999,982.0,22.3,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,9,20,332,24.8,31.4,8.09,10.81,8.28,999,981.4,22.8,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,9,50,336,26.4,32.4,8.1,10.81,8.45,999,981.6,23.1,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,10,20,334,26.3,33.4,7.56,12.9,8.16,999,981.6,22.7,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,10,50,328,24.9,30.9,8.24,11.43,8.35,999,982.1,22.9,27.0,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,11,20,329,23.8,31.3,7.81,11.43,8.5,999,982.7,22.9,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,11,50,323,24.6,31.6,8.2,12.12,8.55,999,983.2,22.7,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,12,20,319,25.7,34.1,99.0,99.0,99.0,999,983.3,22.3,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,12,50,323,27.6,34.4,8.52,10.81,8.44,999,983.5,22.1,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,13,50,318,26.4,34.5,99.0,99.0,99.0,999,984.8,21.6,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,14,20,313,27.2,35.2,8.33,10.81,8.37,999,984.6,21.7,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,14,50,317,27.0,34.5,8.14,11.43,8.14,999,985.3,22.0,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,15,20,321,26.0,32.4,7.87,10.81,8.18,999,985.9,22.0,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,15,50,317,25.2,32.9,7.9,12.12,8.1,999,986.1,22.1,26.9,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,16,20,320,25.1,31.3,8.21,12.12,8.29,999,986.4,22.2,26.8,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,16,50,316,25.9,34.4,8.59,11.43,8.13,999,986.2,22.0,26.8,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,17,20,316,26.6,34.2,9.16,12.12,8.64,999,985.9,21.7,26.7,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,17,50,319,24.4,30.7,8.29,12.12,8.37,999,986.2,22.3,26.7,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,18,20,316,24.6,31.7,7.82,12.9,8.1,999,986.6,22.2,26.6,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,18,50,319,23.1,29.0,99.0,99.0,99.0,999,987.4,22.7,26.6,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,19,20,326,24.0,30.9,8.96,11.43,8.62,999,988.2,22.6,26.6,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,19,50,322,22.7,30.6,8.55,12.9,8.53,999,988.7,23.4,26.6,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,20,20,326,22.3,28.4,8.47,12.12,8.52,999,989.3,23.5,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,20,50,325,21.4,26.5,8.49,10.81,8.37,999,989.5,24.2,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,21,20,331,21.8,28.4,8.46,12.12,8.57,999,989.8,24.2,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,21,50,336,20.2,26.8,8.6,12.9,8.61,999,990.4,23.8,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,22,20,331,20.2,28.1,8.57,12.9,8.84,999,991.2,24.5,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,22,50,335,20.0,24.7,8.11,12.12,8.68,999,991.9,23.8,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,23,20,336,19.6,24.7,8.21,12.12,8.74,999,992.7,24.1,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,27,23,50,333,20.0,27.4,8.37,12.9,8.73,999,993.2,24.3,26.5,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,28,0,20,334,19.0,24.3,7.6,12.9,8.6,999,993.4,24.0,26.4,999.0,99.0,99.0,41010,28.878,-78.467
2012,10,28,0,50,331,18.2,23.1,7.95,13.79,8.78,999,993.8,23.7,26.4,999.0,99.0,99.0,41010,28.878,-78.467
